row_number;date_bibliography;bibliography_id;db_variation_id;origin;phenotype;replicated;title;publication;databank_id;date_id
12903;2012-01-01T00:00:00.000Z;22581653;rs199473339;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12904;2012-01-01T00:00:00.000Z;22581653;rs199473341;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12905;2012-01-01T00:00:00.000Z;22581653;rs199473642;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12906;2012-01-01T00:00:00.000Z;22581653;rs36210423;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12907;2012-01-01T00:00:00.000Z;22581653;rs45546039;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12908;2012-01-01T00:00:00.000Z;22581653;rs45563942;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12909;2012-01-01T00:00:00.000Z;22581653;rs45620037;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12910;2012-01-01T00:00:00.000Z;22581653;rs6791924;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12911;2012-01-01T00:00:00.000Z;22581653;rs7626962;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12912;2012-01-01T00:00:00.000Z;22581653;rs137854602;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12913;2012-01-01T00:00:00.000Z;22581653;rs41261344;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12914;2012-01-01T00:00:00.000Z;22581653;rs74315449;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12915;2012-01-01T00:00:00.000Z;22581653;rs104894252;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12916;2012-01-01T00:00:00.000Z;22581653;rs104894255;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12917;2012-01-01T00:00:00.000Z;22581653;rs104894575;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12918;2012-01-01T00:00:00.000Z;22581653;rs104894578;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12919;2012-01-01T00:00:00.000Z;22581653;rs104894579;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12920;2012-01-01T00:00:00.000Z;22581653;rs104894580;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12921;2012-01-01T00:00:00.000Z;22581653;rs104894581;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12922;2012-01-01T00:00:00.000Z;22581653;rs104894582;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12923;2012-01-01T00:00:00.000Z;22581653;rs104894583;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12924;2012-01-01T00:00:00.000Z;22581653;rs104894585;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12925;2012-01-01T00:00:00.000Z;22581653;rs120074177;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12926;2012-01-01T00:00:00.000Z;22581653;rs120074178;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12927;2012-01-01T00:00:00.000Z;22581653;rs120074179;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12928;2012-01-01T00:00:00.000Z;22581653;rs120074180;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12929;2012-01-01T00:00:00.000Z;22581653;rs120074181;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12930;2012-01-01T00:00:00.000Z;22581653;rs120074182;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12931;2012-01-01T00:00:00.000Z;22581653;rs120074183;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12932;2012-01-01T00:00:00.000Z;22581653;rs120074184;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12933;2012-01-01T00:00:00.000Z;22581653;rs120074185;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12934;2012-01-01T00:00:00.000Z;22581653;rs120074186;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12935;2012-01-01T00:00:00.000Z;22581653;rs120074187;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12936;2012-01-01T00:00:00.000Z;22581653;rs120074188;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12937;2012-01-01T00:00:00.000Z;22581653;rs120074189;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12938;2012-01-01T00:00:00.000Z;22581653;rs120074190;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12939;2012-01-01T00:00:00.000Z;22581653;rs120074191;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12940;2012-01-01T00:00:00.000Z;22581653;rs120074193;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12941;2012-01-01T00:00:00.000Z;22581653;rs120074194;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12942;2012-01-01T00:00:00.000Z;22581653;rs120074196;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12943;2012-01-01T00:00:00.000Z;22581653;rs121912504;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12944;2012-01-01T00:00:00.000Z;22581653;rs121912505;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12945;2012-01-01T00:00:00.000Z;22581653;rs121912506;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12946;2012-01-01T00:00:00.000Z;22581653;rs121912507;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12947;2012-01-01T00:00:00.000Z;22581653;rs121912508;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12948;2012-01-01T00:00:00.000Z;22581653;rs121912510;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12949;2012-01-01T00:00:00.000Z;22581653;rs121912511;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12950;2012-01-01T00:00:00.000Z;22581653;rs121912512;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12951;2012-01-01T00:00:00.000Z;22581653;rs121912513;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12952;2012-01-01T00:00:00.000Z;22581653;rs121912514;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12953;2012-01-01T00:00:00.000Z;22581653;rs121912515;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12954;2012-01-01T00:00:00.000Z;22581653;rs121912516;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12955;2012-01-01T00:00:00.000Z;22581653;rs121912705;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12956;2012-01-01T00:00:00.000Z;22581653;rs121912706;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12957;2012-01-01T00:00:00.000Z;22581653;rs121912775;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12958;2012-01-01T00:00:00.000Z;22581653;rs12720441;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12959;2012-01-01T00:00:00.000Z;22581653;rs12720449;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12960;2012-01-01T00:00:00.000Z;22581653;rs12720452;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12961;2012-01-01T00:00:00.000Z;22581653;rs12720457;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12962;2012-01-01T00:00:00.000Z;22581653;rs12720458;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12963;2012-01-01T00:00:00.000Z;22581653;rs12720459;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12964;2012-01-01T00:00:00.000Z;22581653;rs137854600;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12965;2012-01-01T00:00:00.000Z;22581653;rs137854601;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12966;2012-01-01T00:00:00.000Z;22581653;rs137854609;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12967;2012-01-01T00:00:00.000Z;22581653;rs137854610;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12968;2012-01-01T00:00:00.000Z;22581653;rs137854614;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12969;2012-01-01T00:00:00.000Z;22581653;rs137854616;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12970;2012-01-01T00:00:00.000Z;22581653;rs137854617;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12971;2012-01-01T00:00:00.000Z;22581653;rs137854619;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12972;2012-01-01T00:00:00.000Z;22581653;rs138362632;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12973;2012-01-01T00:00:00.000Z;22581653;rs138498207;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12974;2012-01-01T00:00:00.000Z;22581653;rs138776684;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12975;2012-01-01T00:00:00.000Z;22581653;rs139544114;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12976;2012-01-01T00:00:00.000Z;22581653;rs140452381;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12977;2012-01-01T00:00:00.000Z;22581653;rs141117135;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12978;2012-01-01T00:00:00.000Z;22581653;rs141401803;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12979;2012-01-01T00:00:00.000Z;22581653;rs141423405;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12980;2012-01-01T00:00:00.000Z;22581653;rs141813529;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12981;2012-01-01T00:00:00.000Z;22581653;rs142153692;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12982;2012-01-01T00:00:00.000Z;22581653;rs142511345;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12983;2012-01-01T00:00:00.000Z;22581653;rs143228029;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12984;2012-01-01T00:00:00.000Z;22581653;rs143512106;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12985;2012-01-01T00:00:00.000Z;22581653;rs143709408;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12986;2012-01-01T00:00:00.000Z;22581653;rs144511230;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12987;2012-01-01T00:00:00.000Z;22581653;rs144917638;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12988;2012-01-01T00:00:00.000Z;22581653;rs145229963;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12989;2012-01-01T00:00:00.000Z;22581653;rs145974930;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12990;2012-01-01T00:00:00.000Z;22581653;rs147187721;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12991;2012-01-01T00:00:00.000Z;22581653;rs147445322;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12992;2012-01-01T00:00:00.000Z;22581653;rs148654834;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12993;2012-01-01T00:00:00.000Z;22581653;rs148968498;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12994;2012-01-01T00:00:00.000Z;22581653;rs149955375;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12995;2012-01-01T00:00:00.000Z;22581653;rs150172393;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12996;2012-01-01T00:00:00.000Z;22581653;rs150264233;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12997;2012-01-01T00:00:00.000Z;22581653;rs150817714;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12998;2012-01-01T00:00:00.000Z;22581653;rs150988911;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
12999;2012-01-01T00:00:00.000Z;22581653;rs151031345;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13000;2012-01-01T00:00:00.000Z;22581653;rs151344631;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13001;2012-01-01T00:00:00.000Z;22581653;rs16991652;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13002;2012-01-01T00:00:00.000Z;22581653;rs16991654;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13003;2012-01-01T00:00:00.000Z;22581653;rs17215479;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13004;2012-01-01T00:00:00.000Z;22581653;rs17215500;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13005;2012-01-01T00:00:00.000Z;22581653;rs17221854;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13006;2012-01-01T00:00:00.000Z;22581653;rs17857111;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13007;2012-01-01T00:00:00.000Z;22581653;rs179489;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13008;2012-01-01T00:00:00.000Z;22581653;rs1800172;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13009;2012-01-01T00:00:00.000Z;22581653;rs1805123;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13010;2012-01-01T00:00:00.000Z;22581653;rs1805127;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13011;2012-01-01T00:00:00.000Z;22581653;rs1805128;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13012;2012-01-01T00:00:00.000Z;22581653;rs180843436;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13013;2012-01-01T00:00:00.000Z;22581653;rs182208896;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13014;2012-01-01T00:00:00.000Z;22581653;rs184442491;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13015;2012-01-01T00:00:00.000Z;22581653;rs191009474;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13016;2012-01-01T00:00:00.000Z;22581653;rs192113333;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13017;2012-01-01T00:00:00.000Z;22581653;rs193922365;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13018;2012-01-01T00:00:00.000Z;22581653;rs199472676;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13019;2012-01-01T00:00:00.000Z;22581653;rs199472677;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13020;2012-01-01T00:00:00.000Z;22581653;rs199472678;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13021;2012-01-01T00:00:00.000Z;22581653;rs199472679;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13022;2012-01-01T00:00:00.000Z;22581653;rs199472681;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13023;2012-01-01T00:00:00.000Z;22581653;rs199472682;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13024;2012-01-01T00:00:00.000Z;22581653;rs199472684;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13025;2012-01-01T00:00:00.000Z;22581653;rs199472685;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13026;2012-01-01T00:00:00.000Z;22581653;rs199472686;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13027;2012-01-01T00:00:00.000Z;22581653;rs199472687;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13028;2012-01-01T00:00:00.000Z;22581653;rs199472688;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13029;2012-01-01T00:00:00.000Z;22581653;rs199472690;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13030;2012-01-01T00:00:00.000Z;22581653;rs199472691;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13031;2012-01-01T00:00:00.000Z;22581653;rs199472692;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13032;2012-01-01T00:00:00.000Z;22581653;rs199472693;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13033;2012-01-01T00:00:00.000Z;22581653;rs199472694;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13034;2012-01-01T00:00:00.000Z;22581653;rs199472695;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13035;2012-01-01T00:00:00.000Z;22581653;rs199472696;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13036;2012-01-01T00:00:00.000Z;22581653;rs199472697;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13037;2012-01-01T00:00:00.000Z;22581653;rs199472698;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13038;2012-01-01T00:00:00.000Z;22581653;rs199472699;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13039;2012-01-01T00:00:00.000Z;22581653;rs199472700;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13040;2012-01-01T00:00:00.000Z;22581653;rs199472701;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13041;2012-01-01T00:00:00.000Z;22581653;rs199472702;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13042;2012-01-01T00:00:00.000Z;22581653;rs199472703;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13043;2012-01-01T00:00:00.000Z;22581653;rs199472704;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13044;2012-01-01T00:00:00.000Z;22581653;rs199472705;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13045;2012-01-01T00:00:00.000Z;22581653;rs199472706;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13046;2012-01-01T00:00:00.000Z;22581653;rs199472707;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13047;2012-01-01T00:00:00.000Z;22581653;rs199472708;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13048;2012-01-01T00:00:00.000Z;22581653;rs199472709;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13049;2012-01-01T00:00:00.000Z;22581653;rs199472710;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13050;2012-01-01T00:00:00.000Z;22581653;rs199472711;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13051;2012-01-01T00:00:00.000Z;22581653;rs199472712;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13052;2012-01-01T00:00:00.000Z;22581653;rs199472713;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13053;2012-01-01T00:00:00.000Z;22581653;rs199472714;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13054;2012-01-01T00:00:00.000Z;22581653;rs199472715;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13055;2012-01-01T00:00:00.000Z;22581653;rs199472716;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13056;2012-01-01T00:00:00.000Z;22581653;rs199472717;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13057;2012-01-01T00:00:00.000Z;22581653;rs199472718;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13058;2012-01-01T00:00:00.000Z;22581653;rs199472719;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13059;2012-01-01T00:00:00.000Z;22581653;rs199472720;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13060;2012-01-01T00:00:00.000Z;22581653;rs199472721;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13061;2012-01-01T00:00:00.000Z;22581653;rs199472722;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13062;2012-01-01T00:00:00.000Z;22581653;rs199472723;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13063;2012-01-01T00:00:00.000Z;22581653;rs199472724;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13064;2012-01-01T00:00:00.000Z;22581653;rs199472725;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13065;2012-01-01T00:00:00.000Z;22581653;rs199472726;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
13066;2012-01-01T00:00:00.000Z;22581653;rs199472727;Not available;Not available;Not available;Paralogous annotation of disease-causing variants in long QT syndrome genes.;Human mutation;4;4,52E+12
