row_number;phenotype;db_variation_id;phenotype_category;category;phenotype_id
23725;Familial hypertrophic cardiomyopathy 14;rs777057620;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23726;Hypertrophic cardiomyopathy;rs878855233;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23727;Primary familial hypertrophic cardiomyopathy;rs1060504770;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23728;Familial hypertrophic cardiomyopathy 9;rs369260968;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
23729;Familial hypertrophic cardiomyopathy 9;rs777035261;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
23730;Congenital long QT syndrome;rs104894582;Long QT syndrome;Cardiomyopathies;1,40E+12
23731;Long QT syndrome;rs143894795;Long QT syndrome;Cardiomyopathies;1,29E+11
23732;Long QT syndrome 1;rs193922365;Long QT syndrome;Cardiomyopathies;1,21E+12
23733;Congenital long QT syndrome;rs199472718;Long QT syndrome;Cardiomyopathies;1,40E+12
23734;Long QT syndrome 1;rs199472804;Long QT syndrome;Cardiomyopathies;1,21E+12
23735;Congenital long QT syndrome;rs199472896;Long QT syndrome;Cardiomyopathies;1,40E+12
23736;Congenital long QT syndrome;rs199472897;Long QT syndrome;Cardiomyopathies;1,40E+12
23737;Congenital long QT syndrome;rs199473380;Long QT syndrome;Cardiomyopathies;1,40E+12
23738;Congenital long QT syndrome;rs199473652;Long QT syndrome;Cardiomyopathies;1,40E+12
23739;Long QT syndrome 2;rs200324802;Long QT syndrome;Cardiomyopathies;5,24E+11
23740;Long QT syndrome;rs373414022;Long QT syndrome;Cardiomyopathies;1,29E+11
23741;Long QT syndrome;rs552583527;Long QT syndrome;Cardiomyopathies;1,29E+11
23742;Long QT syndrome;rs886058443;Long QT syndrome;Cardiomyopathies;1,29E+11
23743;Catecholaminergic polymorphic ventricular tachycardia;rs1060500136;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23744;Catecholaminergic polymorphic ventricular tachycardia;rs190537182;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23745;Catecholaminergic polymorphic ventricular tachycardia;rs727502909;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23746;Catecholaminergic polymorphic ventricular tachycardia;rs746161154;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23747;Marfan syndrome, neonatal;rs137854472;Marfan syndrome;Cardiomyopathies;8,07E+11
23748;Marfan syndrome;rs148076256;Marfan syndrome;Cardiomyopathies;2,83E+11
23749;Marfan syndrome;rs149403312;Marfan syndrome;Cardiomyopathies;2,83E+11
23750;Marfan syndrome;rs1555395762;Marfan syndrome;Cardiomyopathies;2,83E+11
23751;Marfan syndrome;rs1566897420;Marfan syndrome;Cardiomyopathies;2,83E+11
23752;Marfan syndrome;rs1566901605;Marfan syndrome;Cardiomyopathies;2,83E+11
23753;Marfan syndrome;rs397515786;Marfan syndrome;Cardiomyopathies;2,83E+11
23754;Marfan syndrome;rs397515811;Marfan syndrome;Cardiomyopathies;2,83E+11
23755;Marfan syndrome;rs397515828;Marfan syndrome;Cardiomyopathies;2,83E+11
23756;Marfan syndrome;rs587782947;Marfan syndrome;Cardiomyopathies;2,83E+11
23757;Marfan syndrome;rs757264206;Marfan syndrome;Cardiomyopathies;2,83E+11
23758;Brugada syndrome;rs186730731;Brugada syndrome;Cardiomyopathies;7,04E+11
23759;Brugada syndrome;rs199473074;Brugada syndrome;Cardiomyopathies;7,04E+11
23760;Brugada syndrome;rs199473213;Brugada syndrome;Cardiomyopathies;7,04E+11
23761;Brugada syndrome;rs370917734;Brugada syndrome;Cardiomyopathies;7,04E+11
23762;Brugada syndrome 5;rs371646049;Brugada syndrome;Cardiomyopathies;1,57E+12
23763;Brugada syndrome;rs41313017;Brugada syndrome;Cardiomyopathies;7,04E+11
23764;Loeys-Dietz syndrome 2;rs1565812255;Loeys-Dietz syndrome;Cardiomyopathies;6,36E+11
23765;Loeys-Dietz syndrome;rs183913368;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23766;Loeys-Dietz syndrome 1;rs200898127;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
23767;Loeys-Dietz syndrome;rs549152312;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23768;Loeys-Dietz syndrome;rs727504292;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23769;Loeys-Dietz syndrome;rs886051409;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23770;Loeys-Dietz syndrome;rs886051426;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23771;Loeys-Dietz syndrome;rs991967;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23772;short QT syndrome;rs141960532;Short QT syndrome;Cardiomyopathies;8,07E+11
23773;Dilated cardiomyopathy 1G;rs1060503971;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23774;Dilated cardiomyopathy 1G;rs1237576280;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23775;Dilated cardiomyopathy 1G;rs1250361204;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23776;Dilated cardiomyopathy 1G;rs1363515138;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23777;Dilated cardiomyopathy 1J;rs140472262;Dilated cardiomyopathy;Cardiomyopathies;3,61E+11
23778;Dilated cardiomyopathy 1G;rs140760859;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23779;Dilated cardiomyopathy 1JJ;rs144123257;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
23780;Dilated cardiomyopathy 1G;rs144609506;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23781;Dilated cardiomyopathy 1G;rs1473207810;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23782;Dilated cardiomyopathy 1N;rs147503632;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23783;Dilated cardiomyopathy 1G;rs1553969472;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23784;Dilated cardiomyopathy 1G;rs1554045595;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23785;Dilated cardiomyopathy 1HH;rs1554877224;Dilated cardiomyopathy;Cardiomyopathies;1,48E+12
23786;Dilated cardiomyopathy 1G;rs189149543;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23787;Dilated cardiomyopathy 1KK;rs199476402;Dilated cardiomyopathy;Cardiomyopathies;1,37E+12
23788;Dilated cardiomyopathy 1G;rs200049911;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23789;Dilated cardiomyopathy 1G;rs201185434;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23790;Dilated cardiomyopathy with woolly hair and keratoderma;rs201984474;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
23791;Dilated cardiomyopathy 1G;rs367942154;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23792;Dilated cardiomyopathy 1G;rs371512914;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23793;Dilated cardiomyopathy 1G;rs371666313;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23794;Dilated cardiomyopathy 1JJ;rs3752580;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
23795;Dilated cardiomyopathy 1G;rs375442124;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23796;Dilated cardiomyopathy 1G;rs375714279;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23797;Dilated cardiomyopathy 1G;rs376679796;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23798;Primary dilated cardiomyopathy;rs397516956;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23799;Primary dilated cardiomyopathy;rs397517624;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23800;Primary dilated cardiomyopathy;rs397517959;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23801;Dilated cardiomyopathy 1G;rs556205722;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23802;Dilated cardiomyopathy 1G;rs55802460;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23803;Primary dilated cardiomyopathy;rs61734674;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23804;Dilated cardiomyopathy 1G;rs72646883;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23805;Dilated cardiomyopathy 1G;rs72955212;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23806;Dilated cardiomyopathy 1G;rs750362675;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23807;Dilated cardiomyopathy 1G;rs751928755;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23808;Dilated cardiomyopathy 1AA;rs754929573;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23809;Dilated cardiomyopathy 1G;rs762141482;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23810;Dilated cardiomyopathy 1G;rs763249842;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23811;Dilated cardiomyopathy 1G;rs764100235;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23812;Dilated cardiomyopathy 1G;rs768904155;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23813;Dilated cardiomyopathy 1G;rs778284888;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23814;Primary dilated cardiomyopathy;rs869312070;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23815;Dilated cardiomyopathy 1G;rs878854319;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23816;Dilated cardiomyopathy 1G;rs878948684;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23817;Dilated cardiomyopathy 1G;rs886055288;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23818;Familial hypertrophic cardiomyopathy 1;rs104893749;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
23819;Familial hypertrophic cardiomyopathy 14;rs140660481;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23820;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs145029525;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
23821;Hypertrophic cardiomyopathy;rs1555336406;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23822;Hypertrophic cardiomyopathy;rs199476306;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23823;Familial hypertrophic cardiomyopathy 10;rs199572927;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
23824;Familial hypertrophic cardiomyopathy 13;rs267607126;Hypertrophic cardiomyopathy;Cardiomyopathies;9,19E+11
23825;Hypertrophic cardiomyopathy;rs370412052;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23826;Hypertrophic cardiomyopathy;rs376858768;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23827;Hypertrophic cardiomyopathy;rs397515947;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23828;Hypertrophic cardiomyopathy;rs397517612;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23829;Familial hypertrophic cardiomyopathy 2;rs45520032;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
23830;Hypertrophic cardiomyopathy;rs557391836;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23831;Familial hypertrophic cardiomyopathy 14;rs572175190;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23832;Primary familial hypertrophic cardiomyopathy;rs727503211;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23833;Familial hypertrophic cardiomyopathy 1;rs727504342;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
23834;Hypertrophic cardiomyopathy;rs754220375;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23835;Primary familial hypertrophic cardiomyopathy;rs754615028;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23836;Hypertrophic cardiomyopathy;rs75491697;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23837;Familial hypertrophic cardiomyopathy 14;rs758251388;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23838;Hypertrophic cardiomyopathy;rs772638575;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23839;Primary familial hypertrophic cardiomyopathy;rs777124854;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23840;Hypertrophic cardiomyopathy;rs878853956;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23841;Hypertrophic cardiomyopathy;rs886048366;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23842;Hypertrophic cardiomyopathy;rs886061003;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23843;Primary familial hypertrophic cardiomyopathy;rs104894845;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23844;Hypertrophic cardiomyopathy;rs1057518876;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23845;Hypertrophic cardiomyopathy;rs1224554825;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23846;Hypertrophic cardiomyopathy;rs1565622424;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23847;Hypertrophic cardiomyopathy;rs1565628519;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23848;Primary familial hypertrophic cardiomyopathy;rs746365850;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23849;Familial hypertrophic cardiomyopathy 9;rs769915175;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
23850;Long QT syndrome;rs1056550014;Long QT syndrome;Cardiomyopathies;1,29E+11
23851;Long QT syndrome;rs1060504920;Long QT syndrome;Cardiomyopathies;1,29E+11
23852;Long QT syndrome 2;rs121912513;Long QT syndrome;Cardiomyopathies;5,24E+11
23853;Long QT syndrome;rs1554567603;Long QT syndrome;Cardiomyopathies;1,29E+11
23854;Long QT syndrome 1;rs1554894445;Long QT syndrome;Cardiomyopathies;1,21E+12
23855;Long QT syndrome;rs1554894743;Long QT syndrome;Cardiomyopathies;1,29E+11
23856;Long QT syndrome;rs1563101858;Long QT syndrome;Cardiomyopathies;1,29E+11
23857;Long QT syndrome;rs17215500;Long QT syndrome;Cardiomyopathies;1,29E+11
23858;Congenital long QT syndrome;rs184442491;Long QT syndrome;Cardiomyopathies;1,40E+12
23859;Congenital long QT syndrome;rs199472725;Long QT syndrome;Cardiomyopathies;1,40E+12
23860;Congenital long QT syndrome;rs199473019;Long QT syndrome;Cardiomyopathies;1,40E+12
23861;Long QT syndrome;rs56137800;Long QT syndrome;Cardiomyopathies;1,29E+11
23862;Long QT syndrome;rs587782932;Long QT syndrome;Cardiomyopathies;1,29E+11
23863;Long QT syndrome;rs74508995;Long QT syndrome;Cardiomyopathies;1,29E+11
23864;Long QT syndrome;rs752626437;Long QT syndrome;Cardiomyopathies;1,29E+11
23865;Long QT syndrome;rs754621566;Long QT syndrome;Cardiomyopathies;1,29E+11
23866;Long QT syndrome;rs755240882;Long QT syndrome;Cardiomyopathies;1,29E+11
23867;Long QT syndrome;rs760543068;Long QT syndrome;Cardiomyopathies;1,29E+11
23868;Long QT syndrome;rs76420733;Long QT syndrome;Cardiomyopathies;1,29E+11
23869;Long QT syndrome;rs886059018;Long QT syndrome;Cardiomyopathies;1,29E+11
23870;Catecholaminergic polymorphic ventricular tachycardia;rs1553270488;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23871;Catecholaminergic polymorphic ventricular tachycardia;rs1558405653;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23872;Catecholaminergic polymorphic ventricular tachycardia;rs200574919;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23873;Catecholaminergic polymorphic ventricular tachycardia;rs758505260;Catecholaminergic polymorphic ventricular tachycardia;Cardiomyopathies;9,45E+11
23874;Marfan syndrome;rs142196699;Marfan syndrome;Cardiomyopathies;2,83E+11
23875;Marfan syndrome;rs1555395649;Marfan syndrome;Cardiomyopathies;2,83E+11
23876;Marfan syndrome;rs1566902526;Marfan syndrome;Cardiomyopathies;2,83E+11
23877;Marfan syndrome;rs758600004;Marfan syndrome;Cardiomyopathies;2,83E+11
23878;Marfan syndrome;rs772818208;Marfan syndrome;Cardiomyopathies;2,83E+11
23879;Marfan syndrome;rs869025421;Marfan syndrome;Cardiomyopathies;2,83E+11
23880;Brugada syndrome 8;rs140402087;Brugada syndrome;Cardiomyopathies;9,62E+11
23881;Brugada syndrome;rs149758819;Brugada syndrome;Cardiomyopathies;7,04E+11
23882;Brugada syndrome;rs1553626242;Brugada syndrome;Cardiomyopathies;7,04E+11
23883;Brugada syndrome;rs183988524;Brugada syndrome;Cardiomyopathies;7,04E+11
23884;Brugada syndrome;rs192379242;Brugada syndrome;Cardiomyopathies;7,04E+11
23885;Brugada syndrome (shorter-than-normal QT interval);rs199473660;Brugada syndrome;Cardiomyopathies;5,84E+11
23886;Brugada syndrome;rs34534613;Brugada syndrome;Cardiomyopathies;7,04E+11
23887;Brugada syndrome;rs41313699;Brugada syndrome;Cardiomyopathies;7,04E+11
23888;Brugada syndrome;rs540669024;Brugada syndrome;Cardiomyopathies;7,04E+11
23889;Brugada syndrome;rs755167125;Brugada syndrome;Cardiomyopathies;7,04E+11
23890;Brugada syndrome;rs794728869;Brugada syndrome;Cardiomyopathies;7,04E+11
23891;Brugada syndrome;rs867623173;Brugada syndrome;Cardiomyopathies;7,04E+11
23892;Brugada syndrome 8;rs878854774;Brugada syndrome;Cardiomyopathies;9,62E+11
23893;Brugada syndrome;rs878855029;Brugada syndrome;Cardiomyopathies;7,04E+11
23894;Brugada syndrome;rs878855295;Brugada syndrome;Cardiomyopathies;7,04E+11
23895;Loeys-Dietz syndrome 1;rs121918713;Loeys-Dietz syndrome;Cardiomyopathies;1,42E+12
23896;Loeys-Dietz syndrome;rs141113059;Loeys-Dietz syndrome;Cardiomyopathies;1,23E+12
23897;Familial restrictive cardiomyopathy;rs763204242;Restrictive cardiomyopathy;Cardiomyopathies;1,66E+12
23898;short QT syndrome;rs552636156;Short QT syndrome;Cardiomyopathies;8,07E+11
23899;Dilated cardiomyopathy with woolly hair and keratoderma;rs1060503979;Dilated cardiomyopathy;Cardiomyopathies;4,12E+11
23900;Dilated cardiomyopathy 1J;rs1060504783;Dilated cardiomyopathy;Cardiomyopathies;3,61E+11
23901;Dilated cardiomyopathy 1G;rs11904444;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23902;Dilated cardiomyopathy 1AA;rs1287403917;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23903;Dilated cardiomyopathy 1G;rs1383144902;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23904;Dilated cardiomyopathy 1G;rs145649088;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23905;Dilated cardiomyopathy 1G;rs151025677;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23906;Dilated cardiomyopathy 1G;rs1553563147;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23907;Dilated cardiomyopathy 1G;rs1553745511;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23908;Dilated cardiomyopathy 1G;rs1553877530;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23909;Dilated cardiomyopathy 1G;rs1553896398;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23910;Dilated cardiomyopathy 1G;rs180828370;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23911;Dilated cardiomyopathy 1G;rs186234393;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23912;Primary dilated cardiomyopathy;rs199476317;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23913;Dilated cardiomyopathy 1G;rs200471370;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23914;Dilated cardiomyopathy 1W;rs200733607;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
23915;Dilated cardiomyopathy 1G;rs201069672;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23916;Dilated cardiomyopathy 1G;rs201904897;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23917;Primary dilated cardiomyopathy;rs267607155;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23918;Dilated cardiomyopathy 1G;rs368450420;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23919;Dilated cardiomyopathy 1G;rs368538884;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23920;Dilated cardiomyopathy 1G;rs369385294;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23921;Dilated cardiomyopathy 1G;rs369678018;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23922;Dilated cardiomyopathy 1G;rs370480927;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23923;Dilated cardiomyopathy 1G;rs372196051;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23924;Primary dilated cardiomyopathy;rs397516254;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23925;Dilated cardiomyopathy 1DD;rs542484442;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
23926;Dilated cardiomyopathy 1DD;rs550942448;Dilated cardiomyopathy;Cardiomyopathies;1,02E+12
23927;Dilated cardiomyopathy 1G;rs55948748;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23928;Dilated cardiomyopathy 1G;rs56046320;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23929;Dilated cardiomyopathy 1G;rs72646809;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23930;Dilated cardiomyopathy 1G;rs72646847;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23931;Dilated cardiomyopathy 1G;rs72648932;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23932;Dilated cardiomyopathy 1G;rs72677232;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23933;Primary dilated cardiomyopathy;rs727504499;Dilated cardiomyopathy;Cardiomyopathies;4,04E+11
23934;Dilated cardiomyopathy 1JJ;rs73532636;Dilated cardiomyopathy;Cardiomyopathies;6,01E+11
23935;Dilated cardiomyopathy 1G;rs751447529;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23936;Dilated cardiomyopathy 1AA;rs758034866;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23937;Dilated cardiomyopathy 1W;rs759937112;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
23938;Dilated cardiomyopathy 1G;rs761412068;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23939;Dilated cardiomyopathy 1G;rs767221784;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23940;Dilated cardiomyopathy 1G;rs772947420;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23941;Dilated cardiomyopathy 1G;rs776487201;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23942;Dilated cardiomyopathy 1W;rs878854971;Dilated cardiomyopathy;Cardiomyopathies;1,27E+12
23943;Dilated cardiomyopathy 1G;rs989489157;Dilated cardiomyopathy;Cardiomyopathies;1,55E+12
23944;Hypertrophic cardiomyopathy;rs10497517;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23945;Familial hypertrophic cardiomyopathy 10;rs1060499882;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
23946;Familial hypertrophic cardiomyopathy 4;rs11570076;Hypertrophic cardiomyopathy;Cardiomyopathies;7,65E+11
23947;Primary familial hypertrophic cardiomyopathy;rs142992009;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23948;Hypertrophic cardiomyopathy;rs148299739;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23949;Hypertrophic cardiomyopathy;rs149439730;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23950;Hypertrophic cardiomyopathy;rs1555336580;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23951;Hypertrophic cardiomyopathy;rs17049982;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23952;Hypertrophic cardiomyopathy;rs187830361;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23953;Familial hypertrophic cardiomyopathy 14;rs199672166;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23954;Hypertrophic cardiomyopathy;rs2069544;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23955;Hypertrophic cardiomyopathy;rs369993514;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23956;Hypertrophic cardiomyopathy;rs3729710;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23957;Primary familial hypertrophic cardiomyopathy;rs397516161;Hypertrophic cardiomyopathy;Cardiomyopathies;2,23E+11
23958;Familial hypertrophic cardiomyopathy 7;rs397516353;Hypertrophic cardiomyopathy;Cardiomyopathies;1,01E+12
23959;Hypertrophic cardiomyopathy;rs397517550;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23960;Familial hypertrophic cardiomyopathy 17;rs398124358;Hypertrophic cardiomyopathy;Cardiomyopathies;2,32E+11
23961;Hypertrophic cardiomyopathy;rs45520836;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23962;Familial Hypertrophic Cardiomyopathy with Wolff-Parkinson-White Syndrome;rs56726774;Hypertrophic cardiomyopathy;Cardiomyopathies;6,44E+11
23963;Hypertrophic cardiomyopathy;rs730880630;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23964;Hypertrophic cardiomyopathy;rs730880643;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23965;Hypertrophic cardiomyopathy;rs749019847;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23966;Hypertrophic cardiomyopathy;rs770157084;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23967;Familial hypertrophic cardiomyopathy 2;rs775274966;Hypertrophic cardiomyopathy;Cardiomyopathies;1,08E+12
23968;Hypertrophic cardiomyopathy;rs777053791;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23969;Hypertrophic cardiomyopathy;rs794729427;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23970;Familial hypertrophic cardiomyopathy 1;rs863225099;Hypertrophic cardiomyopathy;Cardiomyopathies;9,02E+11
23971;Hypertrophic cardiomyopathy;rs886051319;Hypertrophic cardiomyopathy;Cardiomyopathies;1,68E+12
23972;Familial hypertrophic cardiomyopathy 20;rs1452768769;Hypertrophic cardiomyopathy;Cardiomyopathies;4,98E+11
23973;Familial hypertrophic cardiomyopathy 14;rs1566510145;Hypertrophic cardiomyopathy;Cardiomyopathies;7,82E+11
23974;Familial hypertrophic cardiomyopathy 9;rs727503538;Hypertrophic cardiomyopathy;Cardiomyopathies;1,62E+12
23975;Long QT syndrome;rs121912507;Long QT syndrome;Cardiomyopathies;1,29E+11
23976;Long QT syndrome;rs144548535;Long QT syndrome;Cardiomyopathies;1,29E+11
23977;Long QT syndrome;rs188282049;Long QT syndrome;Cardiomyopathies;1,29E+11
23978;Long QT syndrome, LQT1 subtype;rs199472697;Long QT syndrome;Cardiomyopathies;5,76E+11
23979;Congenital long QT syndrome;rs199472837;Long QT syndrome;Cardiomyopathies;1,40E+12
23980;Congenital long QT syndrome;rs199472926;Long QT syndrome;Cardiomyopathies;1,40E+12
23981;Congenital long QT syndrome;rs199472934;Long QT syndrome;Cardiomyopathies;1,40E+12
23982;Congenital long QT syndrome;rs199473388;Long QT syndrome;Cardiomyopathies;1,40E+12
